City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Muisne,0.6,-80.0333,78.8,94,90,2.3,EC,1619796116
Atar,20.5169,-13.0499,93.22,15,5,10.27,MR,1619796632
Pechenga,69.5259,31.1703,28.4,54,20,19.57,RU,1619796644
Garoowe,8.4054,48.4845,81.43,63,100,14.12,SO,1619796372
Dalby,-27.1833,151.2667,59.0,94,40,11.5,AU,1619796645
Kamenka,51.3223,42.7678,49.68,80,100,13.22,RU,1619796645
Vestmannaeyjar,63.4427,-20.2734,44.6,61,75,11.5,IS,1619796646
Westport,41.1415,-73.3579,63.0,56,84,1.99,US,1619796444
Gaozhou,21.9392,110.8461,73.53,86,97,2.93,CN,1619796646
Ola,59.5833,151.2833,30.45,85,100,1.05,RU,1619796650
Nantucket,41.2835,-70.0995,62.6,67,1,19.57,US,1619796650
Launceston,-41.45,147.1667,50.0,93,0,4.61,AU,1619796598
Saint-Pierre,-21.3393,55.4781,78.8,78,0,3.44,RE,1619796644
Hopelchén,19.7667,-89.85,86.0,66,20,13.8,MX,1619796651
Sucúa,-2.4667,-78.1667,69.8,88,90,3.44,EC,1619796651
Øksfjord,70.2396,22.3479,30.2,100,75,9.22,NO,1619796655
Tías,28.9611,-13.645,69.8,60,40,17.27,ES,1619796655
Markova,48.6758,24.4138,64.4,63,75,6.71,UA,1619796657
Bilibino,68.0546,166.4372,-3.44,96,25,3.94,RU,1619796637
Koslan,63.4564,48.8989,36.28,85,99,6.55,RU,1619796658
Naze,28.3667,129.4833,65.43,75,100,14.76,JP,1619796659
Berlevåg,70.8578,29.0864,28.4,80,75,21.85,NO,1619796659
Maragogi,-9.0122,-35.2225,82.67,71,100,11.97,BR,1619796115
Ciudad Bolivar,8.1222,-63.5497,76.95,70,100,5.44,VE,1619796660
Ponta Delgada,37.7333,-25.6667,60.8,72,75,13.8,PT,1619796380
Te Anau,-45.4167,167.7167,39.94,93,24,1.32,NZ,1619796642
Mufumbwe,-13.6833,24.8,64.51,87,100,5.32,ZM,1619796661
Bulgan,48.8125,103.5347,42.51,60,95,3.65,MN,1619796661
Kragujevac,44.0167,20.9167,82.4,36,75,11.5,RS,1619796502
Bukama,-9.2,25.85,84.02,71,69,2.66,CD,1619796066
Beringovskiy,63.05,179.3167,19.11,87,81,5.95,RU,1619796662
Talcahuano,-36.7167,-73.1167,59.0,77,90,10.36,CL,1619796662
Tura,25.5198,90.2201,79.92,33,61,2.8,IN,1619796516
Hope,33.6671,-93.5916,66.99,64,100,5.99,US,1619796663
Goderich,43.7501,-81.7165,39.2,75,88,24.16,CA,1619796663
Abhā,18.2164,42.5053,73.4,30,40,13.8,SA,1619796664
Avilés,43.5547,-5.9248,57.99,67,20,4.61,ES,1619796664
Bagpat,28.95,77.2167,95.0,20,40,16.71,IN,1619796665
Jieshi,22.8134,115.8257,73.99,78,84,4.56,CN,1619796665
Ürümqi,43.801,87.6005,78.8,14,0,6.71,CN,1619796665
Jennings,38.7192,-90.2604,71.01,40,1,8.05,US,1619796666
Aykhal,66.0,111.5,26.64,98,100,3.15,RU,1619796666
Naryan-Mar,67.6713,53.087,30.04,86,96,1.72,RU,1619796673
Kafanchan,9.5833,8.3,95.92,24,99,11.3,NG,1619796673
Wajima,37.4,136.9,54.45,83,4,21.36,JP,1619796674
Nianzishan,47.5167,122.8833,42.85,39,84,2.86,CN,1619796674
El Alto,-4.2714,-81.2147,80.6,61,0,16.11,PE,1619796675
Muros,42.7762,-9.0603,61.0,46,61,15.17,ES,1619796484
Yangi Marg`ilon,40.4272,71.7189,75.2,29,82,20.71,UZ,1619796629
Smiths Falls,44.9001,-76.0161,51.01,93,100,15.5,CA,1619796675
Yablonovo,50.8523,37.3574,68.0,37,0,11.18,RU,1619796676
Nara,34.6851,135.8049,60.01,68,0,3.6,JP,1619796564
Muroto-misakicho,33.2833,134.15,62.49,61,3,5.06,JP,1619796677
Asău,46.4333,26.4,75.2,35,40,14.97,RO,1619796109
Calatayud,41.3535,-1.6432,64.4,72,0,9.22,ES,1619796440
Novoselytsya,48.2193,26.2653,68.0,49,0,8.95,UA,1619796678
Raudeberg,61.9875,5.1352,46.0,60,10,20.6,NO,1619796681
Sabha,27.0377,14.4283,101.05,4,0,16.22,LY,1619796682
Revelstoke,50.9832,-118.2023,46.4,93,90,2.24,CA,1619796521
Dickinson,29.4608,-95.0513,72.0,94,90,13.8,US,1619796682
Kalmunai,7.4167,81.8167,81.41,80,63,8.25,LK,1619796683
Taylorville,39.5489,-89.2945,69.01,43,4,4.0,US,1619796683
Alofi,-19.0595,-169.9187,71.6,100,100,1.14,NU,1619796115
Shache,38.4167,77.2406,75.07,11,13,4.81,CN,1619796684
Neubrandenburg,53.5667,13.2667,51.01,81,75,9.22,DE,1619796684
Marsabit,2.3284,37.9899,73.09,55,87,9.86,KE,1619796685
Airai,-8.9266,125.4092,58.91,90,100,2.37,TL,1619796340
Vardø,70.3705,31.1107,26.6,74,20,21.85,NO,1619796685
Itarema,-2.9248,-39.9167,86.95,59,88,9.51,BR,1619796686
Vaitape,-16.5167,-151.75,78.76,80,95,7.07,PF,1619796116
Eséka,3.65,10.7667,79.12,91,100,3.91,CM,1619796686
Biltine,14.5333,20.9167,102.2,6,1,9.69,TD,1619796686
Athabasca,54.7169,-113.2854,53.6,62,79,8.05,CA,1619796687
Juneau,58.3019,-134.4197,44.6,81,90,9.22,US,1619796543
Marawi,7.9986,124.2928,78.01,87,71,5.01,PH,1619796408
Zhangjiakou,40.81,114.8794,44.33,27,6,8.3,CN,1619796496
Bagdarin,54.4333,113.6,25.72,91,7,3.89,RU,1619796688
Kargasok,59.0556,80.8572,41.95,75,25,13.94,RU,1619796688
Podgornoye,51.735,39.1496,68.0,21,0,13.42,RU,1619796689
Mitsamiouli,-11.3847,43.2844,86.0,74,40,13.8,KM,1619796689
Gopālganj,26.4667,84.4333,88.3,28,54,10.65,IN,1619796690
Arteaga,18.4667,-102.4167,80.55,35,26,2.51,MX,1619796693
Scarborough,54.2797,-0.4044,51.01,72,51,3.0,GB,1619796586
Birnin Kebbi,12.4539,4.1975,106.39,9,26,2.24,NG,1619796694
Vallenar,-28.5708,-70.7581,70.48,41,31,4.43,CL,1619796694
Sept-Îles,50.2001,-66.3821,46.99,76,90,11.5,CA,1619796695
Bārmer,25.75,71.3833,89.02,20,0,11.59,IN,1619796695
Haines Junction,60.7522,-137.5108,35.6,75,100,1.14,CA,1619796696
Romans-sur-Isère,45.0464,5.0562,50.0,93,90,9.22,FR,1619796696
Onega,63.9061,38.1404,37.53,74,100,8.52,RU,1619796700
Tuatapere,-46.1333,167.6833,41.0,93,51,3.0,NZ,1619796576
Santa Cruz del Sur,20.7147,-77.9956,85.89,53,3,9.89,CU,1619796700
Tabalosos,-6.35,-76.6833,84.2,58,40,3.44,PE,1619796702
Krasnoarmeysk,51.0239,45.6969,52.11,64,96,8.72,RU,1619796703
Slave Lake,55.2834,-114.769,51.03,76,37,15.99,CA,1619796703
Byron Bay,-28.65,153.6167,64.4,94,90,5.75,AU,1619796706
Flagstaff,35.1981,-111.6513,66.99,20,1,5.93,US,1619796635
Pouembout,-21.1333,164.9,69.98,72,83,4.32,NC,1619796707
Bom Jardim,-7.7958,-35.5872,77.0,83,75,9.22,BR,1619796707
Tautira,-17.7333,-149.15,77.0,83,40,3.44,PF,1619796604
Belmonte,-15.8631,-38.8828,77.0,83,75,3.44,BR,1619796708
Hualmay,-11.0964,-77.6139,71.2,73,3,9.31,PE,1619796708
Antalya Province,36.7741,30.7178,77.0,53,20,8.05,TR,1619796603
Murakami,38.2333,139.4833,51.55,89,95,8.28,JP,1619796715
Beyneu,45.3167,55.2,67.41,14,98,9.66,KZ,1619796716
Sarankhola,22.3082,89.7897,82.02,74,24,7.43,BD,1619796716
Puerto Maldonado,-12.6,-69.1833,78.8,57,0,5.75,PE,1619796717
Pisco,-13.7,-76.2167,70.0,78,8,8.05,PE,1619796610
Gornopravdinsk,60.05,69.9,37.67,75,79,9.4,RU,1619796717
Yenagoa,4.9247,6.2642,86.22,65,99,7.81,NG,1619796718
Ucluelet,48.9329,-125.5528,51.01,100,90,8.05,CA,1619796718
Aitape,-3.1374,142.3475,78.03,88,75,5.41,PG,1619796718
Windsor,42.3001,-83.0165,52.0,71,75,17.27,CA,1619796719
Mesetas,3.3846,-74.0442,70.32,98,100,1.61,CO,1619796722
Ixtapa,20.7,-105.2,78.8,78,90,6.91,MX,1619796723
Gavrilovka Vtoraya,52.877,42.7663,53.8,67,98,15.19,RU,1619796723
Paamiut,61.994,-49.6678,38.32,77,3,9.26,GL,1619796630
Capanema,-1.1958,-47.1808,81.34,82,96,5.91,BR,1619796727
Ferme-Neuve,46.7001,-75.4493,51.8,93,100,4.61,CA,1619796727
Ararat,39.8317,44.7049,75.2,27,40,2.3,AM,1619796728
Mossamedes,-15.1961,12.1522,78.8,73,20,17.27,AO,1619796728
Dicabisagan,17.0818,122.4157,75.43,80,57,2.46,PH,1619796729
Abong Mbang,3.9833,13.1833,74.8,77,96,3.51,CM,1619796729
Baykit,61.67,96.37,35.15,98,100,3.67,RU,1619796729
Swan River,52.1058,-101.2676,46.4,34,100,4.61,CA,1619796730
Luau,-10.7073,22.2247,71.37,83,93,0.45,AO,1619796693
Mocajuba,-2.5842,-49.5072,83.98,66,95,4.05,BR,1619796730
Les Cayes,18.2,-73.75,83.57,61,27,9.08,HT,1619796630
Douentza,14.9951,-2.9517,107.83,10,26,6.26,ML,1619796731
Chulym,55.0997,80.9572,45.37,60,56,7.52,RU,1619796731
Sakakah,29.9697,40.2064,95.0,10,0,6.91,SA,1619796653
Al Bardīyah,31.7561,25.0865,77.41,45,2,7.99,LY,1619796735
Ati,13.2154,18.3353,104.47,6,1,7.74,TD,1619796735
Oodweyne,9.4092,45.064,79.47,53,76,7.25,SO,1619796736
Georgiyevka,43.0369,74.7114,64.4,59,75,24.61,KZ,1619796736
Newnan,33.3807,-84.7997,71.6,43,1,14.97,US,1619796682
Takoradze,4.8845,-1.7554,86.04,62,76,10.67,GH,1619796737
Huilong,31.8111,121.655,66.99,76,100,10.78,CN,1619796737
Voghera,44.9947,9.0086,66.0,75,100,1.99,IT,1619796738
Purpe,64.4803,76.6897,32.0,92,100,18.48,RU,1619796738
Shambu,9.5667,37.1,55.62,82,99,4.65,ET,1619796742
Buluang,13.3068,123.3425,74.52,86,44,3.51,PH,1619796742
Hambantota,6.1241,81.1185,78.8,100,75,2.3,LK,1619796742
Guerrero Negro,27.9769,-114.0611,73.87,44,0,8.32,MX,1619796743
Dyurtyuli,55.4911,54.8688,47.61,46,77,3.94,RU,1619796684
Saint-Leu,-21.15,55.2833,78.8,78,0,3.44,RE,1619796743
Dinguiraye,11.3,-10.7167,98.01,22,96,4.41,GN,1619796744
Ulaanbaatar,47.9077,106.8832,32.0,74,40,4.47,MN,1619796744
Angoche,-16.2325,39.9086,80.2,77,9,5.7,MZ,1619796596
Geraldton,-28.7667,114.6,59.0,63,75,12.66,AU,1619796634
